sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
10059,ES,PSB,14,12,77996.6,5571.19,14239.6,1233,34558,27966,0,39,38,45498.43,1166.63,nao_eleito
10059,MS,PMDB,6,6,34531.64,5755.27,34440,0,0,91.64,0,150,138,31351.53,209.01,nao_eleito
10059,GO,PSOL,2,2,220,110,90,0,0,130,0,2,2,220,110,nao_eleito
10059,RR,PRB,9,9,17765,1973.89,0,17765,0,0,0,9,8,12765,1418.33,nao_eleito
10059,RO,PC do B,9,9,5034.13,559.35,1125,2485,476.99,947.14,0,17,16,4986.08,293.3,nao_eleito
10060,AL,PTB,14,14,288850,20632.14,0,350,270000,18500,0,33,32,288781.33,8750.95,nao_eleito
10060,PE,PAN,1,1,120,120,120,0,0,0,0,1,1,120,120,nao_eleito
10060,GO,PSOL,4,4,1429.39,357.35,407.19,0,0,1022.2,0,8,8,1429.33,178.67,nao_eleito
10060,MS,PMDB,30,27,293405.51,9780.18,44870,36455.51,177080,35000,0,97,92,290276.62,2992.54,nao_eleito
10061,PE,PAN,1,1,120,120,120,0,0,0,0,1,1,120,120,nao_eleito
10061,CE,PPS,4,3,4258.3,1064.58,0,2258.3,0,2000,0,21,19,4236.72,201.75,nao_eleito
10061,PB,PFL,25,24,261091.54,10443.66,6000,99051.54,139000,17040,0,118,92,230719.97,1955.25,eleito
10061,GO,PSOL,2,2,407.19,203.59,407.19,0,0,0,0,2,2,407.19,203.59,nao_eleito
10061,RR,PT,17,12,20381.8,1198.93,11871.8,7600,0,910,0,34,29,17411.76,512.11,nao_eleito
10061,ES,PSB,21,17,127033.33,6049.21,37239.6,18400,17512.83,53880.9,0,117,98,115088.64,983.66,nao_eleito
10061,MA,PSDB,21,21,448899,21376.14,0,52900,112999,33500,249500,117,108,386171.49,3300.61,eleito
10061,MS,PMDB,29,28,880385.53,30358.12,56980,134500,538900,150005.53,0,93,89,486176.13,5227.7,eleito
10062,SE,PSB,19,19,92724.17,4880.22,33684.88,28039.29,0,0,31000,52,51,91689.17,1763.25,eleito
10062,RR,PT,14,9,9571.75,683.7,9271.8,250,0,49.95,0,28,23,6625.66,236.63,nao_eleito
10062,ES,PSB,27,25,69489.6,2573.69,24739.6,16600,20000,8150,0,50,33,59419.09,1188.38,nao_eleito
10062,MA,PSDB,3,3,665,221.67,0,50,0,615,0,8,8,649.86,81.23,nao_eleito
10062,AL,PFL,6,5,6370,1061.67,0,0,0,6370,0,17,12,6217.46,365.73,nao_eleito
10062,PE,PAN,10,10,10893.13,1089.31,0,2313.13,8580,0,0,18,18,10876.68,604.26,nao_eleito
10062,MS,PMDB,67,66,84235.5,1257.25,35000,49135,100,0.5,0,235,207,80031.65,340.56,nao_eleito
10062,PB,PFL,13,13,29726,2286.62,0,3100,0,26626,0,32,25,27431.09,857.22,nao_eleito
10063,ES,PV,32,31,249187.3,7787.1,84485.6,2025.04,162676.66,0,0,138,121,238189.39,1726.01,nao_eleito
10063,CE,PPS,10,9,6900,690,0,2900,0,4000,0,11,9,9177.01,834.27,nao_eleito
10063,AL,PFL,20,20,109210,5460.5,0,13340,50320,45550,0,37,35,108622.95,2935.76,eleito
10063,PB,PFL,5,5,5250,1050,2000,1200,0,2050,0,18,17,5030.27,279.46,nao_eleito
10063,PE,PAN,1,1,120,120,120,0,0,0,0,1,1,120,120,nao_eleito
10063,RR,PT,22,21,3519.5,159.98,0,3489.5,0,30,0,22,16,3296.95,149.86,nao_eleito
10063,GO,PSOL,24,23,30981.58,1290.9,12765.93,14095.65,0,0,4120,86,85,29606.11,344.26,nao_eleito
10063,MA,PSDB,4,4,4600,1150,0,0,0,3600,1000,13,13,4600,353.85,nao_eleito
10063,MS,PMDB,28,25,150192.82,5364.03,55230,72902,21565,495.82,0,171,157,142770.38,834.91,nao_eleito
10064,AL,PFL,10,8,38756.85,3875.68,0,5500,0,33256.85,0,31,31,38756.85,1250.22,eleito
10064,RS,PC do B,41,41,39704.06,968.39,0,10560.19,27494.69,1649.18,0,187,123,42244.31,225.91,nao_eleito
10064,MS,PMDB,18,18,376660,20925.56,17060,18600,301000,40000,0,328,310,256227.17,781.18,nao_eleito
10064,RR,PMDB,20,12,13937.2,696.86,4507.2,2100,0,7330,0,34,24,10401.65,305.93,nao_eleito
10064,PB,PFL,7,7,11284,1612,0,6300,2500,2484,0,53,51,11278.92,212.81,nao_eleito
10064,MA,PSDB,20,20,266495.45,13324.77,0,111680,154815.45,0,0,33,32,261405.49,7921.38,eleito
10065,RR,PMDB,51,46,121070,2373.92,0,87300,11200,22570,0,106,90,99111.56,935.01,eleito
10065,AL,PFL,1,1,30,30,0,0,0,30,0,2,2,14.55,7.28,nao_eleito
10065,MA,PSDB,12,12,202500,16875,0,43500,0,159000,0,54,49,176824.62,3274.53,nao_eleito
10065,RS,PC do B,280,273,352838.67,1260.14,133882.67,94857,89900,12280,21919,413,314,283757.15,687.06,eleito
10065,CE,PFL,4,3,35359.39,8839.85,0,0,35359.39,0,0,24,20,31872.13,1328.01,nao_eleito
10065,MS,PMDB,58,51,427246.69,7366.32,44990,49800,4800,327656.69,0,934,796,312168.31,334.23,eleito
10065,PB,PSDB,17,16,297381.89,17493.05,13238,67500,211643.89,5000,0,69,60,297100.93,4305.81,eleito
10066,RO,PDT,6,5,11100,1850,0,1450,0,9650,0,20,19,10509.37,525.47,nao_eleito
10066,AP,PSOL,1,1,2500,2500,0,2500,0,0,0,4,4,2489.42,622.36,nao_eleito
10066,PB,PSDB,7,7,10937.5,1562.5,6000,4937.5,0,0,0,19,19,10912.71,574.35,nao_eleito
10066,GO,PSOL,12,12,2435.49,202.96,407.19,1011,300,717.3,0,13,13,2434.85,187.3,nao_eleito
10066,ES,PC do B,18,12,31389.6,1743.87,739.6,3000,5000,22650,0,53,45,31101.77,586.83,nao_eleito
10066,CE,PFL,55,55,99008.95,1800.16,10000,42997.5,5190,40821.45,0,54,42,95247.59,1763.84,nao_eleito
10066,AL,PMN,33,30,129343,3919.48,18643,23300,78000,9400,0,70,62,112343,1604.9,eleito
10066,MS,PSC,8,7,32770,4096.25,32280,0,0,490,0,124,109,29816.99,240.46,nao_eleito
10066,RR,PMDB,11,10,7631.82,693.8,0,0,4307,3324.82,0,11,5,4661.82,423.8,nao_eleito
10067,CE,PFL,1,1,30,30,0,30,0,0,0,2,2,14.55,7.28,nao_eleito
10067,MA,PSDB,4,4,133000.37,33250.09,0,0,130000,0.37,3000,42,40,132998.67,3166.64,eleito
10067,MS,PSC,7,4,54852,7836,54800,0,0,52,0,76,69,44002,578.97,nao_eleito
10067,RO,PDT,19,16,52861.79,2782.2,0,6500,41461,4900.79,0,79,60,44585.74,564.38,nao_eleito
10067,AL,PMN,3,3,1100.93,366.98,500,0,0,600.93,0,9,7,1066,118.44,nao_eleito
10067,RR,PMDB,21,10,138487,6594.62,0,0,119000,15500,3987,432,384,122921.01,284.54,nao_eleito
10068,MA,PSDB,7,7,17200,2457.14,0,0,0,17200,0,16,16,17199.51,1074.97,nao_eleito
10068,RO,PDT,17,17,28920.64,1701.21,0,28406.64,514,0,0,45,38,21012.38,466.94,nao_eleito
10068,PB,PSDB,1,1,3352,3352,0,0,0,3352,0,2,2,3300,1650,nao_eleito
10068,AL,PMN,19,16,33920,1785.26,4000,11990,0,17930,0,47,43,27856.64,592.69,nao_eleito
10069,PB,PSDB,2,2,4500,2250,4500,0,0,0,0,2,2,4500,2250,nao_eleito
10069,RO,PTB,12,9,83372,6947.67,0,14862,0,68510,0,50,48,74436.48,1488.73,nao_eleito
10069,AL,PV,8,8,15860,1982.5,0,3500,0,12360,0,20,18,13837.66,691.88,nao_eleito
10070,AL,PV,8,8,6825,853.12,625,3900,2000,300,0,20,20,6776.59,338.83,nao_eleito
10070,RO,PTB,26,20,79962.86,3075.49,13209.5,1200,0,65553.36,0,125,112,73235.71,585.89,eleito
10070,RR,PPS,15,6,10071.6,671.44,9768.6,0,0,303,0,24,15,5593,233.04,nao_eleito
10070,PB,PSDB,8,6,10567,1320.88,0,2000,2000,6567,0,13,13,10557.41,812.11,nao_eleito
10071,RR,PPS,22,15,134701.58,6122.8,101456.8,3300,25550,4394.78,0,69,59,121419.26,1759.7,nao_eleito
10071,PB,PSDB,11,11,243665.42,22151.4,14000,5000,200000,24665.42,0,29,28,241065.42,8312.6,eleito
10071,RO,PTB,1,1,14.55,14.55,0,0,0,14.55,0,2,2,14.55,7.28,nao_eleito
10071,MA,PSDB,12,11,52190,4349.17,0,9600,5500,37090,0,93,91,50189.76,539.67,nao_eleito
10072,RR,PTC,23,18,69269.6,3011.72,9597.6,3800,23872,32000,0,47,39,57379.72,1220.85,eleito
10072,RO,PL,5,5,1317,263.4,260,1057,0,0,0,5,5,1317,263.4,nao_eleito
10072,MS,PPS,29,28,331042.42,11415.26,65660,27162.15,186320.27,51900,0,189,149,219184.52,1159.71,eleito
10072,SE,PMDB,11,11,171000,15545.45,3000,12000,60000,46000,50000,48,45,156574.5,3261.97,nao_eleito
10072,PB,PSDB,37,33,228722,6181.68,0,83130,49492,96100,0,85,82,224521.01,2641.42,eleito
10073,RS,PT,8,8,3385,423.12,1050,660,0,1675,0,23,18,3357.36,145.97,nao_eleito
10073,CE,PTC,11,11,10400,945.45,0,9400,0,1000,0,14,14,10399.99,742.86,nao_eleito
10073,MS,PPS,11,7,56080,5098.18,56080,0,0,0,0,143,139,54201.37,379.03,nao_eleito
10073,RO,PL,21,21,307777.55,14656.07,0,99000,198777.55,10000,0,311,306,305138.25,981.15,nao_eleito
10073,AL,PV,6,6,85300,14216.67,3400,900,80000,1000,0,21,21,85299.26,4061.87,nao_eleito
10074,RS,PT,2,2,1200,600,0,100,0,1100,0,9,7,177.23,19.69,nao_eleito
10074,AL,PV,3,3,5080.01,1693.34,2180.01,0,0,2900,0,12,12,5079.96,423.33,nao_eleito
10074,RR,PSB,9,9,74490,8276.67,5990,10000,53000,5500,0,39,39,74489.95,1910,eleito
10074,RO,PL,4,3,10267.45,2566.86,10000,150,0,117.45,0,6,5,5267.45,877.91,nao_eleito
10074,MS,PFL,17,16,55420.71,3260.04,34220,21200.71,0,0,0,74,54,45937.71,620.78,nao_eleito
10074,CE,PTC,2,2,51.06,25.53,0,0,0,51.06,0,10,6,35.46,3.55,nao_eleito
10075,AL,PV,7,7,9700,1385.71,0,8700,0,1000,0,36,34,8100,225,nao_eleito
10075,MT,PPS,63,62,605370.9,9609.06,0,302510.9,218700,74000,10160,283,248,473610.96,1673.54,eleito
10075,RS,PT,21,11,4530,215.71,0,3760,0,770,0,9,9,2030,225.56,nao_eleito
10075,RR,PV,6,6,29555.85,4925.97,25135,1391,3000,29.85,0,23,20,29540.45,1284.37,nao_eleito
10075,MS,PMN,19,18,62620,3295.79,49320,7800,0,5500,0,193,181,60850,315.28,nao_eleito
10076,MT,PPS,13,12,85220,6555.38,0,14470,0,70750,0,322,306,92905.77,288.53,nao_eleito
10076,RR,PV,6,6,32298.25,5383.04,4455,0,27843.25,0,0,25,24,32285.71,1291.43,nao_eleito
10076,PI,PT,40,40,93457.04,2336.43,12930,52827.5,5121,22578.54,0,73,41,77529.54,1062.05,nao_eleito
10076,MS,PSDB,7,6,52290.29,7470.04,52290.29,0,0,0,0,79,71,47446.79,600.59,nao_eleito
10077,RO,PSB,4,3,20000,5000,0,0,14000,0,6000,7,7,19908,2844,nao_eleito
10077,PI,PT,386,358,216345,560.48,10000,122845,28000,55500,0,212,158,207364.42,978.13,eleito
10077,MS,PSDB,7,6,54830,7832.86,54730,0,0,100,0,78,64,51096.2,655.08,nao_eleito
10077,RR,PV,6,6,7455,1242.5,4455,1600,0,1400,0,8,8,7455,931.88,nao_eleito
10078,PI,PT,404,364,507809.53,1256.95,10000,255517,111530,130762.53,0,429,361,489971.92,1142.13,eleito
10078,MT,PPS,4,3,15160,3790,15160,0,0,0,0,14,13,14913.43,1065.25,nao_eleito
10078,RR,PV,3,3,13050,4350,0,0,5000,5300,2750,8,8,12958.2,1619.78,nao_eleito
10078,MS,PSDB,290,262,964789.16,3326.86,248420,55950,290266.74,370152.42,0,2159,1702,830957.86,384.88,eleito
10079,MS,PAN,6,4,34226.56,5704.43,34220,6.56,0,0,0,167,144,32328.12,193.58,nao_eleito
10079,RO,PSB,5,4,10066.4,2013.28,0,2000,0,2066.4,6000,81,76,9901.02,122.23,nao_eleito
10079,PI,PT,46,41,78094.42,1697.7,10000,34762,6095,27237.42,0,87,66,66975.04,769.83,nao_eleito
10079,CE,PSDB,28,28,496870,17745.36,2840,0,438750,55280,0,122,114,466566.24,3824.31,nao_eleito
10079,RR,PV,5,5,5291.46,1058.29,4775,516.46,0,0,0,5,5,5291.46,1058.29,nao_eleito
10079,MT,PPS,5,4,15163.53,3032.71,15160,0,3.53,0,0,10,10,15163.44,1516.34,nao_eleito
10080,TO,PP,42,36,184910.52,4402.63,101809,39900,2700,40501.52,0,124,91,146900.21,1184.68,nao_eleito
10080,RO,PSB,2,2,11000,5500,0,0,5000,0,6000,13,13,10996.15,845.86,nao_eleito
10080,MS,PAN,3,3,5460,1820,0,0,5460,0,0,3,3,5460,1820,nao_eleito
10080,CE,PSDB,29,26,483948.54,16687.88,11000,91000,379627.6,2320.94,0,393,360,451300.41,1148.35,eleito
10080,MT,PPS,12,12,291480,24290,69480,10000,112000,100000,0,42,38,246290.03,5864.05,nao_eleito
10080,PI,PT,37,37,66170,1788.38,10000,28880,7000,20290,0,78,65,60778.05,779.21,nao_eleito
10081,MT,PPS,14,14,191759.34,13697.1,0,129500,30000,24759.34,7500,179,157,189193.52,1056.95,nao_eleito
10081,TO,PP,20,20,79102,3955.1,51809,21500,0,5793,0,46,39,69312.82,1506.8,nao_eleito
10081,RO,PSB,13,13,96708.43,7439.11,24150,0,6110,30448.43,36000,46,45,96676.43,2101.66,eleito
10081,RR,PP,20,18,83425.08,4171.25,29685.08,24520,0,29220,0,70,64,79475.08,1135.36,eleito
10081,CE,PSDB,41,41,370400,9034.15,0,85700,212700,72000,0,66,65,362355.2,5490.23,eleito
10081,MS,PRTB,6,3,17580,2930,15000,0,300,0,2280,59,57,16040,271.86,nao_eleito
10082,TO,PP,1,1,1809,1809,1809,0,0,0,0,1,1,1809,1809,nao_eleito
10082,MS,PTC,5,3,12280,2456,12280,0,0,0,0,29,26,10240,353.1,nao_eleito
10082,CE,PSDB,15,14,27520,1834.67,2000,14270,5000,6250,0,53,44,27376.01,516.53,nao_eleito
10082,RR,PTB,12,12,86219.93,7184.99,5190.3,10700,0,70329.63,0,130,130,86219.93,663.23,nao_eleito
10082,SE,PTB,27,25,114751.87,4250.07,0,47700,10000,42051.87,15000,72,60,101263.11,1406.43,eleito
10083,RR,PTB,7,7,21710.3,3101.47,5190.3,12940,3580,0,0,28,28,21685.96,774.5,nao_eleito
10083,MT,PPS,4,4,4950,1237.5,2600,0,2350,0,0,9,9,4819,535.44,nao_eleito
10083,MS,PTC,6,5,12311,2051.83,12280,0,0,31,0,29,24,9071,312.79,nao_eleito
10084,RR,PL,39,38,264723.38,6787.78,0,66300,0,127281.58,71141.8,336,272,239513.86,712.84,nao_eleito
10084,MT,PPS,6,6,10072.62,1678.77,0,4550,500,22.62,5000,13,12,10068.82,774.52,nao_eleito
10084,TO,PP,27,26,547269.83,20269.25,46809,4380,494080.83,2000,0,216,171,420873.18,1948.49,eleito
10084,CE,PSDB,3,3,200180,66726.67,200000,0,0,180,0,154,120,169247.36,1099.01,nao_eleito
10084,MS,PT do B,6,5,12719,2119.83,0,279,12440,0,0,37,29,11319,305.92,nao_eleito
10085,CE,PSDB,21,19,262950,12521.43,25000,100,216600,21250,0,94,83,213120.49,2267.24,eleito
10085,MT,PPS,4,4,22035,5508.75,22035,0,0,0,0,4,4,22035,5508.75,nao_eleito
10086,AP,PP,25,25,151750,6070,0,75700,1500,74550,0,143,127,143807.6,1005.65,nao_eleito
10086,CE,PSDB,72,64,610162.82,8474.48,0,22312.32,537850.5,0,50000,542,496,496908.32,916.81,nao_eleito
10086,RR,PL,46,41,566503.31,12315.29,0,86150,215300,265053.31,0,624,451,486318.92,779.36,eleito
10086,MS,PT do B,8,6,33147.91,4143.49,32500,97.91,0,550,0,163,152,30933.17,189.77,nao_eleito
10086,MT,PPS,5,5,6710,1342,0,3300,1860,1550,0,15,15,6710,447.33,nao_eleito
10087,TO,PSC,11,11,49477.11,4497.92,0,25918.09,0,23559.02,0,28,28,49470.1,1766.79,nao_eleito
10087,CE,PSDB,13,12,384380,29567.69,0,40000,220000,24380,100000,129,116,377251.6,2924.43,nao_eleito
10087,MT,PPS,15,12,2321000,154733.33,0,20000,160000,2141000,0,2166,1985,1579941.88,729.43,nao_eleito
10087,RR,PFL,7,6,100153,14307.57,56803,0,500,42850,0,35,33,99142.36,2832.64,eleito
10087,AP,PP,5,5,3405,681,2800,0,200,405,0,9,9,3405,378.33,nao_eleito
10088,RR,PFL,20,20,123500,6175,25000,21500,47000,30000,0,73,60,107000,1465.75,eleito
10088,CE,PSDB,16,9,138650,8665.62,3200,0,10000,125450,0,108,90,122824.3,1137.26,eleito
10088,AP,PDT,213,201,119107.34,559.19,19482.4,91279.94,8345,0,0,144,121,110919.35,770.27,eleito
10089,TO,PSB,10,9,157122.33,15712.23,154068.33,3054,0,0,0,111,106,142039.98,1279.64,nao_eleito
10089,CE,PSDB,2,2,1500,750,0,1500,0,0,0,9,9,1483.76,164.86,nao_eleito
10089,RR,PFL,4,3,4750,1187.5,0,0,0,4750,0,9,9,4748.57,527.62,nao_eleito
10089,AP,PDT,10,9,12822.4,1282.24,10952.4,1870,0,0,0,10,9,11238.4,1123.84,nao_eleito
10089,MT,PPS,17,15,62015,3647.94,48050,5965,3000,5000,0,6,6,5361.18,893.53,nao_eleito
10090,GO,PRONA,3,3,3420,1140,0,0,0,3420,0,3,1,870,290,nao_eleito
10090,TO,PV,26,24,175011.75,6731.22,66809,0,23702.75,84500,0,203,161,126578.02,623.54,nao_eleito
10090,AP,PDT,11,11,16366.4,1487.85,0,0,19,2640,13707.4,18,17,15466.4,859.24,nao_eleito
10090,RR,PFL,2,2,7200,3600,0,0,0,7200,0,3,3,7172.7,2390.9,nao_eleito
10090,SE,PL,2,2,2020,1010,0,0,0,2020,0,6,6,2012.36,335.39,nao_eleito
10090,CE,PSDB,14,10,214840,15345.71,2840,1000,0,211000,0,115,103,213708.96,1858.34,eleito
10091,PI,PSB,40,40,59189.88,1479.75,6960.4,18229,279.2,33721.28,0,55,46,56874.63,1034.08,nao_eleito
10091,MT,PRTB,4,2,20000,5000,20000,0,0,0,0,15,12,10007.62,667.17,nao_eleito
10091,AP,PDT,12,12,15344.68,1278.72,11952.4,3390,0,2.28,0,17,16,14444.68,849.69,nao_eleito
10091,CE,PSDB,5,2,4035,807,0,0,0,4035,0,19,17,2927.85,154.1,nao_eleito
10091,SE,PL,1,1,300,300,0,0,0,300,0,3,3,299.43,99.81,nao_eleito
10091,SC,PMDB,6,6,16657.63,2776.27,6121.25,0,0,10536.38,0,9,9,16657.62,1850.85,nao_eleito
10091,RR,PFL,4,3,9000,2250,0,0,0,9000,0,7,5,5520.73,788.68,nao_eleito
10091,GO,PRONA,6,4,1419.24,236.54,1419.24,0,0,0,0,6,4,945.87,157.65,nao_eleito
10091,TO,PV,3,3,51809,17269.67,0,0,0,0,51809,51,49,60192.2,1180.24,nao_eleito
10092,MT,PMN,5,3,26500,5300,26500,0,0,0,0,30,28,16499.49,549.98,nao_eleito
10092,RR,PSDB,8,8,27311,3413.88,12611,1600,0,13100,0,39,38,27211,697.72,nao_eleito
10092,SC,PMDB,5,5,18556.25,3711.25,6556.25,0,5000,7000,0,3,3,6556.25,2185.42,nao_eleito
10092,PI,PSB,12,11,23166.46,1930.54,666.6,320,0,22179.86,0,40,28,22838.06,570.95,nao_eleito
10093,MT,PTC,4,2,20000,5000,20000,0,0,0,0,22,20,9994.43,454.29,nao_eleito
10093,AP,PDT,22,21,31382.4,1426.47,0,13050,18332.4,0,0,40,39,31080.69,777.02,nao_eleito
10093,SC,PMDB,32,31,443790.23,13868.44,8078.75,1460,396451.48,37800,0,183,172,439520.54,2401.75,eleito
10093,RR,PSDB,2,2,10072,5036,0,10072,0,0,0,15,12,10056.6,670.44,nao_eleito
10094,AP,PDT,23,20,48632.4,2114.45,10332.4,16590,15110,6600,0,34,28,46802.35,1376.54,nao_eleito
10094,RR,PSDB,1,1,12976.5,12976.5,12976.5,0,0,0,0,1,1,12976.5,12976.5,nao_eleito
10094,PI,PSB,6,6,2466.6,411.1,666.6,300,50,1450,0,37,29,2246.86,60.73,nao_eleito
10094,MT,PV,68,62,281562.91,4140.63,5000,28700,232808,15054.91,0,608,314,221880.84,364.94,nao_eleito
10094,SC,PMDB,13,12,116078.75,8929.13,8078.75,0,78000,30000,0,110,108,116028.95,1054.81,eleito
10095,SC,PMDB,13,10,71656.25,5512.02,0,32100,9556.25,30000,0,63,61,69486.27,1102.96,nao_eleito
10095,RR,PSDB,34,31,131173,3858.03,6488,52785,0,71900,0,67,52,124656,1860.54,eleito
10095,AP,PSC,12,11,38011.38,3167.62,10000,6000,20000,2011.38,0,29,28,38010.65,1310.71,nao_eleito
10096,SC,PMDB,41,41,140208.75,3419.73,6556.25,34440,79212.5,20000,0,69,50,121117.93,1755.33,nao_eleito
10096,RR,PSDB,10,9,86200,8620,0,0,85200,1000,0,37,34,85877.65,2321.02,nao_eleito
10096,MA,PDT,14,11,97185,6941.79,5160,10265,30000,51760,0,23,23,97143.44,4223.63,eleito
10097,MA,PDT,15,14,33710,2247.33,4880,26830,0,2000,0,12,12,33477.07,2789.76,nao_eleito
10097,AP,PV,4,4,1690,422.5,0,690,1000,0,0,7,7,1690,241.43,nao_eleito
10097,SC,PMDB,11,11,50556.25,4596.02,0,0,16000,28000,6556.25,48,44,50284.04,1047.58,nao_eleito
10097,TO,PSDB,7,7,97218,13888.29,96809,409,0,0,0,123,115,96083,781.16,nao_eleito
10097,GO,PP,62,52,2227475.75,35927.03,0,88400,1419075.75,720000,0,841,749,1067882.79,1269.78,eleito
10098,SC,PMDB,46,37,68125.75,1480.99,6556.25,24425,2700,34444.5,0,157,149,63696.19,405.71,nao_eleito
10098,AP,PV,2,2,1144,572,0,0,1144,0,0,2,2,1144,572,nao_eleito
10099,GO,PP,17,15,502031.49,29531.26,0,52309.56,426500,23221.93,0,133,103,414388.1,3115.7,nao_eleito
10099,AP,PV,4,3,11744,2936,0,0,2144,9600,0,3,2,6465,2155,nao_eleito
10099,TO,PSDB,45,42,412450.49,9165.57,377475.74,3850,6224.75,24900,0,129,103,407537.44,3159.2,eleito
10100,SE,PC do B,3,3,4002.06,1334.02,4002.06,0,0,0,0,3,3,4002.06,1334.02,nao_eleito
10100,AP,PRONA,4,4,2073,518.25,1923,0,150,0,0,4,4,2073,518.25,nao_eleito
10100,GO,PP,15,14,431375,28758.33,0,66150,350225,15000,0,238,215,423782.1,1780.6,eleito
10100,TO,PSDB,4,4,3896,974,3889,0,0,7,0,5,5,3896,779.2,nao_eleito
10100,MA,PDT,11,9,40700,3700,0,9900,0,30800,0,82,71,33675.13,410.67,nao_eleito
10101,GO,PP,6,6,25700,4283.33,0,0,25700,0,0,6,6,25700,4283.33,nao_eleito
10101,AP,PRONA,6,6,4071,678.5,2967,0,1104,0,0,7,7,4071,581.57,nao_eleito
10101,TO,PSDB,14,13,309002,22071.57,195972,43500,9530,60000,0,131,125,248881.45,1899.86,nao_eleito
10101,SE,PC do B,9,8,13508.2,1500.91,2808.2,0,0,5700,5000,29,28,13255.9,457.1,nao_eleito
10101,MA,PDT,1,1,720,720,720,0,0,0,0,1,1,720,720,nao_eleito
10101,SC,PMDB,46,45,324483.25,7053.98,6556.25,25800,238682,53445,0,136,104,288573.51,2121.86,nao_eleito
10102,PR,PFL,42,40,784438,18677.1,791,35000,731677,16970,0,506,451,587676.78,1161.42,eleito
10102,SC,PMDB,12,12,32915.05,2742.92,8078.75,18000,0,6836.3,0,30,28,32006.08,1066.87,nao_eleito
10102,TO,PSDB,356,353,616933.67,1732.96,278875.67,104650,165650,67758,0,780,456,415953.79,533.27,eleito
10102,MA,PDT,4,4,2560,640,0,0,0,120,2440,5,5,2539.99,508,nao_eleito
10103,TO,PSDB,39,38,164779,4225.1,135799,26980,0,2000,0,156,124,145709,934.03,nao_eleito
10103,SC,PMDB,24,23,338058.75,14085.78,23078.75,1000,312000,1980,0,506,501,334319.28,660.71,eleito
10103,PR,PFL,11,11,52883.91,4807.63,0,3500,0,49383.91,0,102,94,47397.25,464.68,nao_eleito
10103,MA,PDT,4,4,3020,755,1720,200,1100,0,0,5,5,2963.74,592.75,nao_eleito
10103,GO,PP,1,1,1000,1000,0,0,0,1000,0,2,2,4000,2000,nao_eleito
10104,GO,PTB,31,27,1263688,40764.13,60480,55600,885200,262408,0,1129,817,1007382.56,892.28,eleito
10104,SC,PMDB,27,24,108289.64,4010.73,8078.75,29240.87,63320.02,7650,0,105,93,98659.77,939.62,nao_eleito
10104,MA,PDT,9,9,121080,13453.33,0,8700,0,77000,35380,42,32,110118.75,2621.88,nao_eleito
10105,MA,PDT,10,8,10555.87,1055.59,0,4000,0,6555.87,0,13,12,8555.87,658.14,nao_eleito
10105,PR,PFL,21,20,340706.68,16224.13,0,7770,322936.68,10000,0,89,85,340399.88,3824.72,eleito
10105,RS,PSDC,5,5,2850.09,570.02,0,0,0,2850.09,0,15,14,2800.02,186.67,nao_eleito
10105,GO,PTB,22,20,991700,45077.27,0,0,946700,45000,0,2160,1972,815472.5,377.53,eleito
10105,SC,PMDB,50,44,356911.2,7138.22,8078.75,20500,262693.8,15638.65,50000,288,272,348502.5,1210.08,eleito
10106,PR,PFL,27,24,556804.95,20622.41,0,107240,168564.95,161000,120000,159,147,494680.22,3111.2,eleito
10106,SC,PMDB,3,3,7222,2407.33,0,0,0,5222,2000,23,22,7209.69,313.46,nao_eleito
10106,MA,PDT,2,2,1160,580,0,0,0,1160,0,7,7,1160,165.71,nao_eleito
10107,MA,PDT,73,70,249197.74,3413.67,0,168700,66000,14497.74,0,71,40,223158.02,3143.07,nao_eleito
10107,PR,PFL,69,66,898320.15,13019.13,0,6600,891697.59,22.56,0,435,378,767162.09,1763.59,eleito
10107,SC,PMDB,32,31,606253.75,18945.43,8078.75,114200,261293,218682,4000,1159,931,582548.67,502.63,eleito
10107,RR,PDT,15,14,9740.66,649.38,5324.23,1990,0,2426.43,0,31,29,8734.22,281.75,nao_eleito
10108,PR,PFL,5,5,4201.06,840.21,0,0,0,4201.06,0,17,17,4199.53,247.03,nao_eleito
10108,SE,PP,9,7,66766.64,7418.52,16666.64,0,41100,9000,0,18,16,58338.81,3241.05,nao_eleito
10108,PI,PTB,42,38,743612,17705.05,0,3465,551547,4600,184000,196,181,580152.86,2959.96,eleito
10108,SC,PFL,77,68,22406.44,290.99,4206.44,8200,10000,0,0,144,108,80014.97,555.66,nao_eleito
10108,PA,PTB,4,4,1410,352.5,1410,0,0,0,0,4,4,1410,352.5,nao_eleito
10108,GO,PL,6,6,18470,3078.33,0,0,0,18470,0,7,7,18470,2638.57,nao_eleito
10108,RR,PDT,4,4,1640.23,410.06,1532.23,0,108,0,0,6,5,1532.22,255.37,nao_eleito
10109,MA,PDT,10,10,5995.5,599.55,1720,805,2250,1220.5,0,16,16,5993.22,374.58,nao_eleito
10109,PR,PFL,22,20,406110,18459.55,0,6610,123000,276500,0,417,311,361089.62,865.92,eleito
